****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.01     15.00     45.00     90.00     25.00      2.00     20.70    207.00      2.00      0.01      2.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth     P-Den    P-Con.    CL-Dil      Time   Net-Dil     P-Sal    P-Temp  Amb-Curr        DO
      2115       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2120       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2125       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2130       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2135       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2140       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2145       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2150       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2155       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2160       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2165       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2170       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2175       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2180       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2185       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2190       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2195       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2200       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2205       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2210       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2215       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2220       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2225       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2230       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2235       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2240       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2245       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2250       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2255       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2260       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2265       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2270       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2275       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2280       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2285       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2290       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2295       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2300       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2305       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2310       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2315       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2320       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2325       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2330       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2335       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2340       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2345       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2350       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2355       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2360       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2365       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2370       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2375       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2380       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2385       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2390       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2395       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2400       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2405       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2410       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2415       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2420       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2425       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2430       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2435       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2440       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2445       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2450       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2455       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2460       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2465       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2470       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2475       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2480       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2485       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2490       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2495       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2500       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2505       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2510       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2515       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2520       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2525       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2530       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2535       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2540       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2545       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2550       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2555       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2560       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2565       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2570       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2575       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2580       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2585       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2590       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2595       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2600       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2605       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2610       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2615       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2620       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2625       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2630       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2635       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2640       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2645       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2650       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2655       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2660       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2665       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2670       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2675       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2680       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2685       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2690       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2695       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2700       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2705       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2710       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2715       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2720       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2725       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2730       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2735       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2740       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2745       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2750       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2755       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2760       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2765       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2770       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2775       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2780       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2785       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2790       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2795       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2800       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2805       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2810       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2815       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2820       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2825       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2830       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2835       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2840       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2845       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2850       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2855       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2860       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2865       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2870       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2875       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2880       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2885       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2890       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2895       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2900       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2905       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2910       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2915       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2920       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2925       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2930       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2935       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2940       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2945       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2950       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2955       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2960       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2965       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2970       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2975       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2980       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2985       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2990       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      2995       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3000       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3005       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3010       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3015       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3020       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3025       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3030       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3035       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3040       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3045       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3050       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3055       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3060       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3065       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3070       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3075       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3080       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3085       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3090       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3095       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3100       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3105       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3110       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3115       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3120       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3125       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3130       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3135       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3140       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3145       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3150       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3155       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3160       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3165       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3170       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3175       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3180       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3185       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3190       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
      3195       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN  Infinity       NaN       NaN       NaN       NaN       NaN
